home_strength_elo,away_strength_elo,home_form_pts5,away_form_pts5,home_xg_avg,away_xg_avg,home_xga_avg,away_xga_avg,home_shots_avg,away_shots_avg,home_shots_on_target_avg,away_shots_on_target_avg,home_possession_avg,away_possession_avg,home_corners_avg,away_corners_avg,home_fouls_avg,away_fouls_avg,home_yellow_avg,away_yellow_avg,home_red_rate,away_red_rate,home_rank,away_rank,home_injuries_count,away_injuries_count,home_rest_days,away_rest_days,home_win_streak,away_win_streak,h2h_home_win_rate,goals_home,goals_away,result,btts,over_2_5
1554.8490743557977,1540.5210108669125,7.690037837678221,9.289394145220985,1.3347118938428109,0.7634135986366091,1.1246827420734302,1.0564715216870428,13.015082580137433,7.456318624515674,5.119579935984433,3.1138228324768495,57.67772811375228,42.32227188624772,3.9769477143361103,6.121375990445088,10.44297153393167,7.290930945562979,2,0,1,0,1.0,7.0,0,2,3,9,2,1,0.3996670438908061,1,2,A,1,1
1312.8028608767108,1490.398266795589,7.200746802814387,13.718744222593221,1.6086806977451342,1.3140724543551376,1.5067403667890469,1.5094279734308595,12.195634616332484,8.446543642107622,4.53577151161385,3.390904790102534,48.51407973001423,51.48592026998577,7.1329723372314895,2.3309108516112067,8.96531740053966,11.612161450390717,4,2,0,0,13.0,11.0,3,2,6,6,1,1,0.0,2,2,D,1,1
1635.0812152451622,1655.5278526933614,4.607343522305778,5.664015044960214,1.2925206230020403,0.6848238136210387,1.1609246993959619,1.60583135360942,12.534909359495911,9.605396822291208,5.432469344460094,3.323054607791334,39.475706783041446,60.524293216958554,9.50352533741992,6.6070054108103955,8.190895172679712,6.128278884161788,1,3,0,0,7.0,5.0,3,3,5,3,6,1,0.3305160783955262,4,2,H,1,1
1669.3016489504184,1609.2119719341108,4.837486623368452,5.362893221944094,1.6576724578387452,0.8161924530174749,1.0118736214479895,1.1679766030830407,13.138631435966904,13.166069334275509,5.414103320380233,5.638289577399933,43.668328592520346,56.331671407479654,6.96102500706667,5.637381273960884,12.460978120422139,7.6760751965971705,4,1,0,0,7.0,14.0,2,1,6,6,5,0,0.5495260941145507,3,2,H,1,1
1148.8136660423095,962.5519438602138,10.599074365198087,5.321218684198039,1.6297325813257986,0.8409088912762359,0.9345832612101438,1.9727582846967375,12.54664510872053,9.137367518037983,5.177385112887904,3.048571330281534,44.05805447643037,55.94194552356963,5.090952031670911,7.3586728088177615,11.86093769939675,11.67734405642096,0,5,0,0,1.0,19.0,1,1,5,2,1,1,0.8808727888299792,1,0,H,0,0
1265.6076887647828,1598.1435967971222,3.4555257311189527,11.14478033088683,1.1127386795091956,1.3551578017214567,1.416723900708373,0.8876196754593388,6.449588235898749,15.650844642206495,2.5768782216293,5.395011332151426,45.406684714879916,54.593315285120084,4.923045539428316,6.12361811886745,12.039064523483226,11.17400133631563,3,3,0,0,17.0,5.0,0,2,8,7,2,2,0.32332251922227234,1,2,A,1,1
1523.0112725701113,1319.3737062892649,5.839444567986295,6.094073583861512,1.7254935129147806,1.1614870316285333,1.3718651553407908,1.8091262364224074,19.484234441561824,10.977722307550666,7.291180939352612,4.608145751071123,57.61993507054632,42.38006492945368,3.290888062266707,6.991558920221529,13.523438156080694,10.867812147553332,4,2,0,0,1.0,16.0,0,3,5,5,2,0,0.39596395280651764,1,1,D,1,0
1443.0763333781551,1244.088826539234,13.054253100599864,7.654694740243595,1.5317665315966724,0.6539964374203661,0.9933083513900733,1.874402434683827,9.713169905730833,6.356433283187608,3.23269130034704,2.480815880479317,57.36941129549679,42.63058870450321,6.134857849824822,0.0,10.941708382455506,13.164930166784732,2,3,0,0,9.0,16.0,2,3,5,6,1,1,0.5008235781900101,1,1,D,1,0
1496.975791649228,1466.0747861327586,6.862124360522635,3.8669319940506615,1.0706335877327078,0.23450544713654575,0.9530600842643022,1.427539894436729,13.843612975836344,5.607676876922027,5.571055730568893,2.110059428491334,53.09324762914132,46.90675237085868,2.516243710230416,3.2501378402770946,14.341803299932625,10.57684725353909,2,3,0,0,1.0,19.0,2,0,8,9,4,1,0.5429639387472761,1,0,H,0,0
1346.4520930367555,1573.974799625402,10.053412256690686,10.586583622795034,1.4820097702967443,0.7961158223880163,0.8437284976975109,1.4868196597395351,11.100354965101896,10.6194347152958,4.150486370890316,3.6080514393897802,40.499143437587044,59.500856562412956,5.791814885103278,1.2076308060054544,6.9249451154554444,8.602377480784027,1,1,0,0,15.0,7.0,2,0,9,8,1,1,0.272798485488924,3,1,H,1,1
1658.2916354753092,1204.6677701483716,12.365611251052762,1.4931549815985568,2.5284345609638166,0.6230704688779856,0.5701442449998695,1.9274606446080045,17.971999458930576,8.73853170196869,6.808351696961063,2.8980550802411056,64.01916545277847,35.980834547221534,7.221524506565428,1.8294054093656937,15.491910147935663,7.676653907253444,2,3,0,0,1.0,20.0,3,1,6,7,3,1,0.9319942464221396,1,0,H,0,0
1640.0025483772106,1626.8237550703593,9.494099863723005,6.96017501627617,2.0620351638318537,0.9133090851566893,0.9456430547318874,1.582930464877105,16.058821792433676,12.378259899200701,7.067740361972942,4.660987585024856,61.85829962739955,38.14170037260045,7.432225581519281,4.539436733307799,10.921903027829353,7.365266361212619,0,0,0,0,6.0,7.0,2,1,5,7,0,0,0.5296004821372644,2,1,H,1,1
1511.885525561019,1637.400992555688,6.819538536753867,13.670003106724193,1.1335605677987977,0.8399598571420759,1.0886066790659312,1.244967552767326,11.047260780841068,11.932024208275477,4.5706580728481825,5.344407500219164,52.33889059401423,47.66110940598577,6.721700749151217,4.711185174266913,9.238496702585003,9.321893605534038,2,1,0,0,11.0,9.0,3,1,6,9,4,1,0.08909721695336711,1,2,A,1,1
